transaction_id,timestamp,sender_id,receiver_id,amount,merchant_category,transaction_type,location,device_type,upi_channel,is_fraud_simulated,fraud_pattern
TXN02092,2026-01-01 11:40:48,USR00182,USR00067,2079.0,Travel,P2M,Delhi,Tablet,BHIM,0,none
TXN03899,2026-01-01 11:56:59,USR00184,USR00478,12560.04,Entertainment,P2P,Jaipur,Android_Phone,GPay,0,none
TXN02991,2026-01-01 12:08:20,USR00222,USR00053,99.29,Shopping,P2M,Chennai,iPhone,Paytm,0,none
TXN04316,2026-01-01 12:12:35,USR00469,USR00471,594.09,Fuel,P2M,Mumbai,iPhone,GPay,0,none
TXN02784,2026-01-01 12:19:15,USR00387,USR00113,1295.59,Education,P2M,Delhi,Tablet,Paytm,0,none
TXN06764,2026-01-01 12:32:44,USR00005,USR00189,6450.65,Entertainment,P2P,Surat,Tablet,Paytm,0,none
TXN05340,2026-01-01 12:34:40,USR00037,USR00280,629.0,Education,P2M,Lucknow,iPhone,Paytm,0,none
TXN06075,2026-01-01 12:40:09,USR00342,USR00364,729.31,Grocery,P2P,Nagpur,Web,PhonePe,0,none
TXN00381,2026-01-01 12:40:14,USR00253,USR00488,230.05,Education,P2P,Hyderabad,Android_Phone,PhonePe,0,none
TXN08076,2026-01-01 12:40:34,USR00457,USR00305,8126.65,Travel,P2M,Lucknow,Web,GPay,0,none
TXN08109,2026-01-01 12:56:01,USR00071,USR00082,147.5,Utilities,P2P,Surat,Web,Paytm,0,none
TXN04067,2026-01-01 12:59:44,USR00267,USR00135,464.01,Education,P2P,Hyderabad,Tablet,Paytm,0,none
TXN02013,2026-01-01 13:23:52,USR00468,USR00125,7291.67,Fuel,P2M,Delhi,Tablet,AmazonPay,0,none
TXN05992,2026-01-01 13:43:49,USR00058,USR00188,9513.84,Fuel,P2P,Hyderabad,iPhone,AmazonPay,0,none
TXN05227,2026-01-01 13:43:53,USR00427,USR00326,578.32,Rent,P2M,Jaipur,Web,AmazonPay,0,none
TXN02035,2026-01-01 13:54:36,USR00222,USR00247,152.73,Utilities,P2M,Chennai,iPhone,Paytm,0,none
TXN01938,2026-01-01 14:21:11,USR00243,USR00026,10692.55,Grocery,P2M,Chennai,Android_Phone,Paytm,0,none
TXN04911,2026-01-01 14:37:34,USR00194,USR00300,5020.71,Grocery,P2M,Delhi,Android_Phone,AmazonPay,0,none
TXN02043,2026-01-01 14:39:11,USR00294,USR00166,438.06,Food Delivery,P2P,Delhi,Android_Phone,Paytm,0,none
TXN01131,2026-01-01 14:39:53,USR00294,USR00166,432.63,Grocery,P2P,Delhi,Android_Phone,Paytm,0,none
TXN02906,2026-01-01 15:00:03,USR00220,USR00340,99.77,Travel,P2M,Delhi,Android_Phone,PhonePe,0,none
TXN09841,2026-01-01 15:06:08,USR00168,USR00478,445.29,Healthcare,P2P,Chennai,Android_Phone,Paytm,1,new_device
TXN01822,2026-01-01 15:08:23,USR00076,USR00404,2938.8,Fuel,P2M,Delhi,iPhone,Paytm,0,none
TXN00969,2026-01-01 15:20:04,USR00084,USR00073,2399.63,Utilities,P2M,Ahmedabad,iPhone,Paytm,0,none
TXN01752,2026-01-01 15:24:07,USR00040,USR00322,2921.29,Healthcare,P2P,Ahmedabad,Android_Phone,BHIM,0,none
TXN07055,2026-01-01 15:39:09,USR00143,USR00271,4375.82,Grocery,P2P,Chennai,Web,Paytm,0,none
TXN08790,2026-01-01 15:39:13,USR00412,USR00116,1249.82,P2P Transfer,P2P,Jaipur,Tablet,GPay,0,none
TXN06652,2026-01-01 15:49:40,USR00022,USR00366,4364.14,Healthcare,P2P,Hyderabad,Web,PhonePe,0,none
TXN07722,2026-01-01 15:56:11,USR00322,USR00261,387.92,Fuel,P2M,Kolkata,iPhone,AmazonPay,0,none
TXN02507,2026-01-01 16:09:57,USR00305,USR00364,590.06,Utilities,P2P,Hyderabad,iPhone,Paytm,0,none
TXN03943,2026-01-01 16:11:39,USR00037,USR00280,757.97,Fuel,P2M,Lucknow,iPhone,Paytm,0,none
TXN05219,2026-01-01 16:26:50,USR00115,USR00463,2248.32,Utilities,P2P,Jaipur,Android_Phone,PhonePe,0,none
TXN05996,2026-01-01 16:28:10,USR00256,USR00364,586.24,Fuel,P2P,Jaipur,Web,AmazonPay,0,none
TXN02554,2026-01-01 16:30:08,USR00267,USR00046,216.61,P2P Transfer,P2P,Hyderabad,Tablet,Paytm,0,none
TXN03675,2026-01-01 16:30:26,USR00379,USR00008,246.79,Food Delivery,P2M,Pune,Android_Phone,AmazonPay,0,none
TXN05672,2026-01-01 16:45:51,USR00343,USR00277,2221.16,Entertainment,P2P,Nagpur,iPhone,Paytm,0,none
TXN03483,2026-01-01 16:48:18,USR00043,USR00266,1860.41,Utilities,P2M,Pune,Web,PhonePe,0,none
TXN09192,2026-01-01 16:52:16,USR00253,USR00373,281.75,Food Delivery,P2P,Hyderabad,Android_Phone,PhonePe,0,none
TXN04208,2026-01-01 16:53:36,USR00171,USR00169,4773.32,Utilities,P2P,Mumbai,iPhone,BHIM,0,none
TXN00789,2026-01-01 17:03:16,USR00180,USR00390,1034.87,Fuel,P2M,Jaipur,Tablet,AmazonPay,0,none
TXN08217,2026-01-01 17:05:42,USR00422,USR00184,998.77,Shopping,P2P,Ahmedabad,Web,PhonePe,0,none
TXN08135,2026-01-01 17:06:45,USR00405,USR00089,3306.95,Utilities,P2P,Lucknow,iPhone,Paytm,0,none
TXN07755,2026-01-01 17:10:00,USR00309,USR00326,5506.61,Education,P2P,Chennai,iPhone,BHIM,0,none
TXN08779,2026-01-01 17:32:48,USR00054,USR00374,2374.72,Education,P2M,Ahmedabad,Tablet,PhonePe,0,none
TXN09048,2026-01-01 17:33:31,USR00481,USR00191,932.29,Shopping,P2M,Bengaluru,Web,GPay,0,none
TXN03582,2026-01-01 17:48:48,USR00367,USR00041,1814.07,Travel,P2P,Surat,iPhone,AmazonPay,0,none
TXN09682,2026-01-01 17:56:48,USR00397,USR00434,1235.97,Healthcare,P2P,Lucknow,iPhone,Paytm,1,"new_device,new_location"
TXN00703,2026-01-01 17:57:58,USR00344,USR00216,434.81,Grocery,P2P,Surat,Tablet,AmazonPay,0,none
TXN04530,2026-01-01 18:01:18,USR00285,USR00487,3691.08,Shopping,P2P,Mumbai,Web,Paytm,0,none
TXN05322,2026-01-01 18:03:56,USR00043,USR00398,2118.67,Fuel,P2M,Pune,Web,PhonePe,0,none
TXN09325,2026-01-01 18:12:50,USR00299,USR00309,261.05,Utilities,P2P,Nagpur,Web,PhonePe,0,none
TXN09816,2026-01-01 18:21:26,USR00360,USR00152,2516.01,Travel,P2P,Mumbai,Tablet,Paytm,1,new_location
TXN03613,2026-01-01 18:28:35,USR00147,USR00283,123.97,Education,P2M,Mumbai,Tablet,AmazonPay,0,none
TXN09429,2026-01-01 18:29:41,USR00419,USR00200,1291.7,Travel,P2M,Mumbai,iPhone,BHIM,1,rapid_burst
TXN05066,2026-01-01 18:33:16,USR00407,USR00149,1713.85,Utilities,P2M,Pune,Web,Paytm,0,none
TXN01274,2026-01-01 18:36:03,USR00003,USR00235,2358.64,P2P Transfer,P2P,Lucknow,Web,AmazonPay,0,none
TXN05790,2026-01-01 18:52:44,USR00070,USR00325,1777.64,Shopping,P2M,Hyderabad,Tablet,BHIM,0,none
TXN04884,2026-01-01 18:56:38,USR00406,USR00489,611.46,Food Delivery,P2M,Lucknow,Tablet,PhonePe,0,none
TXN02801,2026-01-01 19:03:18,USR00420,USR00197,1882.92,P2P Transfer,P2P,Nagpur,Android_Phone,BHIM,0,none
TXN02910,2026-01-01 19:09:51,USR00477,USR00242,163.42,Shopping,P2M,Surat,Web,PhonePe,0,none
TXN00950,2026-01-01 19:17:44,USR00164,USR00268,180.4,Travel,P2M,Lucknow,Android_Phone,BHIM,0,none
TXN02744,2026-01-01 19:27:59,USR00214,USR00483,1339.89,P2P Transfer,P2M,Chennai,Android_Phone,BHIM,0,none
TXN06385,2026-01-01 19:49:01,USR00292,USR00317,192.76,Healthcare,P2M,Jaipur,Android_Phone,PhonePe,0,none
TXN04656,2026-01-01 19:52:35,USR00432,USR00375,174.6,Rent,P2M,Jaipur,Web,Paytm,0,none
TXN04085,2026-01-01 19:53:33,USR00380,USR00047,15107.93,Fuel,P2M,Jaipur,Android_Phone,AmazonPay,0,none
TXN09582,2026-01-01 19:59:19,USR00040,USR00453,2917.95,Rent,P2P,Ahmedabad,Android_Phone,BHIM,1,rapid_burst
TXN09613,2026-01-01 20:03:59,USR00114,USR00268,466.02,Rent,P2M,Kolkata,iPhone,Paytm,1,rapid_burst
TXN05376,2026-01-01 20:28:08,USR00207,USR00039,11408.11,Healthcare,P2M,Nagpur,iPhone,PhonePe,0,none
TXN09465,2026-01-01 20:48:35,USR00355,USR00370,2507.11,Rent,P2P,Delhi,iPhone,AmazonPay,1,"new_receiver,new_device"
TXN04323,2026-01-01 20:51:06,USR00218,USR00419,612.91,Grocery,P2P,Nagpur,Web,BHIM,0,none
TXN03274,2026-01-01 20:55:22,USR00393,USR00246,8776.51,Food Delivery,P2P,Lucknow,Tablet,Paytm,0,none
TXN02923,2026-01-01 21:10:45,USR00071,USR00082,156.23,Entertainment,P2P,Surat,Web,Paytm,0,none
TXN02875,2026-01-01 21:13:35,USR00473,USR00181,10248.07,Grocery,P2P,Hyderabad,Web,AmazonPay,0,none
TXN00576,2026-01-01 21:22:56,USR00382,USR00448,402.4,Food Delivery,P2P,Delhi,iPhone,Paytm,0,none
TXN05264,2026-01-01 21:37:47,USR00371,USR00189,495.84,Entertainment,P2M,Pune,Tablet,PhonePe,0,none
TXN08509,2026-01-01 21:40:28,USR00258,USR00241,401.16,Shopping,P2M,Pune,Android_Phone,BHIM,0,none
TXN06479,2026-01-01 21:57:13,USR00327,USR00375,8983.72,Education,P2P,Lucknow,Tablet,Paytm,0,none
TXN04958,2026-01-01 22:08:41,USR00046,USR00112,12589.65,Food Delivery,P2P,Jaipur,Tablet,Paytm,0,none
TXN03035,2026-01-01 22:11:16,USR00219,USR00273,1107.18,Travel,P2M,Delhi,Tablet,AmazonPay,0,none
TXN05985,2026-01-01 22:27:24,USR00026,USR00175,938.76,Travel,P2M,Lucknow,Web,Paytm,0,none
TXN02626,2026-01-01 22:32:54,USR00011,USR00390,9828.76,Healthcare,P2M,Surat,Web,AmazonPay,0,none
TXN07759,2026-01-01 22:34:24,USR00255,USR00064,6358.51,Entertainment,P2P,Bengaluru,Web,Paytm,0,none
TXN03880,2026-01-01 22:38:14,USR00316,USR00115,23257.83,P2P Transfer,P2P,Surat,Android_Phone,Paytm,0,none
TXN00346,2026-01-01 22:57:00,USR00311,USR00299,385.51,Healthcare,P2M,Chennai,Tablet,GPay,0,none
TXN10224,2026-01-02 00:13:00,USR00166,USR00166,411.35,Rent,P2P,Jaipur,iPhone,BHIM,1,rapid_burst
TXN10225,2026-01-02 00:14:00,USR00166,USR00287,336.67,Grocery,P2M,Jaipur,iPhone,BHIM,1,rapid_burst
TXN10226,2026-01-02 00:19:00,USR00166,USR00339,414.76,Healthcare,P2P,Jaipur,iPhone,BHIM,1,rapid_burst
TXN04868,2026-01-02 06:08:24,USR00061,USR00326,5311.61,Education,P2M,Nagpur,Web,BHIM,0,none
TXN06200,2026-01-02 06:26:45,USR00191,USR00209,121.82,Fuel,P2M,Jaipur,Tablet,Paytm,0,none
TXN03237,2026-01-02 06:28:58,USR00399,USR00235,12473.23,Utilities,P2P,Delhi,Tablet,PhonePe,0,none
TXN04927,2026-01-02 06:29:44,USR00288,USR00013,18439.08,Shopping,P2P,Pune,Tablet,PhonePe,0,none
TXN05677,2026-01-02 06:36:42,USR00176,USR00459,220.42,Entertainment,P2P,Bengaluru,iPhone,AmazonPay,0,none
TXN04778,2026-01-02 06:40:18,USR00000,USR00346,286.54,Shopping,P2P,Nagpur,iPhone,AmazonPay,0,none
TXN02004,2026-01-02 07:11:14,USR00022,USR00342,2005.22,Grocery,P2P,Hyderabad,Web,PhonePe,0,none
TXN02069,2026-01-02 08:10:55,USR00446,USR00191,5766.94,Grocery,P2P,Pune,Android_Phone,GPay,0,none
TXN09282,2026-01-02 08:19:26,USR00418,USR00255,1664.96,Education,P2P,Kolkata,Web,BHIM,0,none
TXN06376,2026-01-02 08:33:26,USR00439,USR00419,12435.99,P2P Transfer,P2M,Nagpur,Tablet,GPay,0,none
TXN00646,2026-01-02 08:36:53,USR00125,USR00354,85.03,Utilities,P2P,Bengaluru,iPhone,AmazonPay,0,none
TXN02062,2026-01-02 08:38:02,USR00289,USR00278,8011.63,Fuel,P2P,Ahmedabad,Tablet,PhonePe,0,none
TXN06475,2026-01-02 08:43:54,USR00265,USR00121,285.45,Travel,P2M,Surat,Tablet,Paytm,0,none
TXN01964,2026-01-02 08:44:59,USR00117,USR00140,682.48,Utilities,P2P,Ahmedabad,Android_Phone,GPay,0,none
TXN03302,2026-01-02 08:50:31,USR00453,USR00195,73.04,Shopping,P2P,Surat,Tablet,AmazonPay,0,none
TXN07599,2026-01-02 08:53:27,USR00362,USR00092,191.7,Healthcare,P2P,Pune,Web,AmazonPay,0,none
TXN04995,2026-01-02 09:02:37,USR00111,USR00167,715.53,Grocery,P2M,Hyderabad,iPhone,BHIM,0,none
TXN06579,2026-01-02 09:29:04,USR00026,USR00367,1426.96,Travel,P2P,Lucknow,Web,Paytm,0,none
TXN00785,2026-01-02 09:31:59,USR00147,USR00293,141.75,Education,P2P,Mumbai,Tablet,AmazonPay,0,none
TXN08381,2026-01-02 09:35:13,USR00112,USR00379,334.75,Entertainment,P2P,Delhi,Web,BHIM,0,none
TXN02881,2026-01-02 09:53:02,USR00425,USR00010,2383.23,Healthcare,P2P,Ahmedabad,Web,Paytm,0,none
TXN05532,2026-01-02 10:19:45,USR00340,USR00088,436.82,P2P Transfer,P2M,Jaipur,Tablet,PhonePe,0,none
TXN01153,2026-01-02 10:22:57,USR00080,USR00496,13107.93,Food Delivery,P2M,Delhi,iPhone,BHIM,0,none
TXN02489,2026-01-02 10:22:57,USR00351,USR00037,390.88,Grocery,P2P,Ahmedabad,Web,AmazonPay,0,none
TXN09562,2026-01-02 10:31:08,USR00430,USR00050,177340.26,Food Delivery,P2M,Delhi,iPhone,BHIM,1,high_amount
TXN05795,2026-01-02 10:38:16,USR00369,USR00261,747.9,Grocery,P2M,Bengaluru,Web,AmazonPay,0,none
TXN03814,2026-01-02 10:55:49,USR00161,USR00365,131.31,Education,P2M,Mumbai,Android_Phone,BHIM,0,none
TXN00490,2026-01-02 11:03:17,USR00248,USR00330,11673.74,Rent,P2P,Pune,iPhone,AmazonPay,0,none
TXN04731,2026-01-02 11:08:20,USR00399,USR00161,13638.81,Entertainment,P2P,Delhi,Tablet,PhonePe,0,none
TXN00976,2026-01-02 11:12:28,USR00191,USR00209,170.22,Travel,P2P,Jaipur,Tablet,Paytm,0,none
TXN00991,2026-01-02 11:13:40,USR00392,USR00262,249.85,Education,P2P,Chennai,Web,Paytm,0,none
TXN07793,2026-01-02 11:36:58,USR00157,USR00483,3399.59,Healthcare,P2P,Ahmedabad,Web,BHIM,0,none
TXN02667,2026-01-02 11:48:06,USR00445,USR00304,1389.44,Fuel,P2M,Pune,Web,Paytm,0,none
TXN07423,2026-01-02 12:02:47,USR00410,USR00117,2145.5,Rent,P2M,Delhi,iPhone,BHIM,0,none
TXN00935,2026-01-02 12:02:54,USR00110,USR00023,212.18,Travel,P2P,Jaipur,Tablet,GPay,0,none
TXN02807,2026-01-02 12:09:25,USR00273,USR00195,6470.94,Utilities,P2M,Surat,iPhone,BHIM,0,none
TXN06272,2026-01-02 12:09:56,USR00401,USR00143,2097.7,Entertainment,P2M,Chennai,Web,AmazonPay,0,none
TXN04516,2026-01-02 12:14:16,USR00262,USR00325,3244.42,Fuel,P2M,Mumbai,Tablet,GPay,0,none
TXN00659,2026-01-02 12:22:48,USR00047,USR00273,1920.57,Healthcare,P2P,Ahmedabad,iPhone,BHIM,0,none
TXN01182,2026-01-02 12:40:07,USR00389,USR00314,72.28,Entertainment,P2P,Mumbai,iPhone,GPay,0,none
TXN04399,2026-01-02 12:40:23,USR00395,USR00111,1508.39,Shopping,P2M,Delhi,Web,AmazonPay,0,none
TXN06780,2026-01-02 12:44:11,USR00024,USR00450,1460.53,Education,P2M,Chennai,iPhone,Paytm,0,none
TXN04351,2026-01-02 13:06:56,USR00404,USR00133,3959.44,Food Delivery,P2P,Ahmedabad,Android_Phone,AmazonPay,0,none
TXN02256,2026-01-02 13:08:01,USR00319,USR00301,845.86,Fuel,P2M,Nagpur,iPhone,PhonePe,0,none
TXN09925,2026-01-02 13:30:24,USR00397,USR00246,1437.23,Utilities,P2P,Jaipur,Android_Phone,Paytm,1,rapid_burst
TXN01613,2026-01-02 13:30:50,USR00090,USR00046,242.7,P2P Transfer,P2M,Jaipur,Tablet,Paytm,0,none
TXN04052,2026-01-02 13:54:36,USR00251,USR00030,15369.69,Grocery,P2M,Mumbai,Android_Phone,BHIM,0,none
TXN03571,2026-01-02 13:59:17,USR00284,USR00333,19197.52,P2P Transfer,P2M,Delhi,Tablet,PhonePe,0,none
TXN07831,2026-01-02 14:06:50,USR00261,USR00378,15000.69,Grocery,P2P,Hyderabad,iPhone,Paytm,0,none
TXN09677,2026-01-02 14:15:28,USR00013,USR00102,173.88,Education,P2M,Lucknow,Tablet,BHIM,1,"rapid_burst,new_location"
TXN06671,2026-01-02 14:19:16,USR00000,USR00379,270.01,Fuel,P2P,Nagpur,iPhone,AmazonPay,0,none
TXN02600,2026-01-02 14:20:12,USR00487,USR00462,450.3,Healthcare,P2M,Bengaluru,Android_Phone,GPay,0,none
TXN07925,2026-01-02 14:21:43,USR00373,USR00264,436.76,Rent,P2M,Lucknow,Web,BHIM,0,none
TXN06566,2026-01-02 14:43:06,USR00144,USR00287,195.14,Education,P2M,Jaipur,Tablet,Paytm,0,none
TXN06486,2026-01-02 14:43:30,USR00422,USR00184,931.55,Rent,P2P,Ahmedabad,Web,PhonePe,0,none
TXN05913,2026-01-02 14:52:46,USR00027,USR00170,241.05,Education,P2M,Mumbai,Web,PhonePe,0,none
TXN08710,2026-01-02 15:01:09,USR00383,USR00352,193.05,Shopping,P2M,Kolkata,Android_Phone,BHIM,0,none
TXN09123,2026-01-02 15:02:14,USR00127,USR00195,984.34,Grocery,P2M,Surat,Web,AmazonPay,0,none
TXN01046,2026-01-02 15:21:21,USR00476,USR00370,12371.56,Fuel,P2M,Delhi,Android_Phone,AmazonPay,0,none
TXN02462,2026-01-02 15:21:29,USR00490,USR00114,302.78,P2P Transfer,P2M,Ahmedabad,Tablet,AmazonPay,0,none
TXN00582,2026-01-02 15:27:30,USR00219,USR00298,728.11,Entertainment,P2M,Delhi,Tablet,AmazonPay,0,none
TXN05654,2026-01-02 15:37:32,USR00037,USR00154,690.38,Healthcare,P2M,Lucknow,iPhone,Paytm,0,none
TXN00581,2026-01-02 15:49:43,USR00176,USR00327,111.6,Grocery,P2M,Bengaluru,iPhone,AmazonPay,0,none
TXN01969,2026-01-02 16:06:30,USR00389,USR00314,83.82,Travel,P2M,Mumbai,iPhone,GPay,0,none
TXN05064,2026-01-02 16:23:50,USR00144,USR00287,124.77,Food Delivery,P2M,Jaipur,Tablet,Paytm,0,none
TXN04972,2026-01-02 16:29:30,USR00464,USR00046,1221.11,Rent,P2P,Nagpur,iPhone,BHIM,0,none
TXN01024,2026-01-02 16:31:41,USR00351,USR00162,342.63,Healthcare,P2M,Ahmedabad,Web,AmazonPay,0,none
TXN02021,2026-01-02 16:33:14,USR00310,USR00065,3436.6,Travel,P2P,Hyderabad,iPhone,Paytm,0,none
TXN00513,2026-01-02 16:34:54,USR00054,USR00137,1743.72,Fuel,P2P,Ahmedabad,Tablet,PhonePe,0,none
TXN05198,2026-01-02 16:47:31,USR00113,USR00207,81.96,Rent,P2P,Hyderabad,Tablet,Paytm,0,none
TXN04589,2026-01-02 16:54:35,USR00405,USR00399,3179.71,Healthcare,P2M,Lucknow,iPhone,Paytm,0,none
TXN02459,2026-01-02 17:09:34,USR00025,USR00053,2156.72,Education,P2P,Surat,Android_Phone,PhonePe,0,none
TXN06033,2026-01-02 17:13:07,USR00309,USR00351,6281.33,Travel,P2P,Chennai,iPhone,BHIM,0,none
TXN00116,2026-01-02 17:18:22,USR00197,USR00160,5567.8,Entertainment,P2M,Chennai,Tablet,GPay,0,none
TXN06931,2026-01-02 17:20:03,USR00473,USR00314,8923.86,Food Delivery,P2P,Hyderabad,Web,AmazonPay,0,none
TXN03856,2026-01-02 17:21:04,USR00395,USR00160,1294.62,Healthcare,P2M,Delhi,Web,AmazonPay,0,none
TXN05294,2026-01-02 17:24:28,USR00107,USR00324,169.85,Travel,P2M,Delhi,Tablet,GPay,0,none
TXN00561,2026-01-02 17:27:43,USR00283,USR00055,8917.78,Education,P2M,Chennai,Android_Phone,GPay,0,none
TXN08270,2026-01-02 17:28:15,USR00452,USR00131,1311.69,Travel,P2M,Pune,Web,BHIM,0,none
TXN06796,2026-01-02 17:38:43,USR00416,USR00326,8281.6,Grocery,P2M,Bengaluru,Android_Phone,BHIM,0,none
TXN07054,2026-01-02 17:39:12,USR00248,USR00283,11307.33,Rent,P2P,Pune,iPhone,AmazonPay,0,none
TXN04001,2026-01-02 17:41:00,USR00364,USR00099,15533.11,Shopping,P2M,Lucknow,Web,Paytm,0,none
TXN01826,2026-01-02 17:56:05,USR00030,USR00415,1088.55,Shopping,P2M,Pune,iPhone,PhonePe,0,none
TXN00963,2026-01-02 17:59:12,USR00176,USR00459,267.95,Entertainment,P2M,Bengaluru,iPhone,AmazonPay,0,none
TXN01436,2026-01-02 18:07:33,USR00030,USR00415,1445.68,Entertainment,P2P,Pune,iPhone,PhonePe,0,none
